,Global,0,1,2,3,4,5
0,-1.7743002100966674,-2.3025850929940377e-18,-1.4866939806598771,-1.486547361410713,-1.485371616299047,-1.4932609739877316,-1.485806282434789
1,-1.7768799793803605,-1.7668107718571275,-2.302585092994059e-18,-1.5776963823236252,-1.5892708108085936,-1.5836347449433674,-1.5801618438011293
2,-1.7747388298447957,-1.7666541174288062,-1.5776963823236252,-2.302585092994059e-18,-1.5195279666839612,-1.5913450195118584,-1.5926529171206354
3,-1.777625513695587,-1.7653978998491229,-1.5892708108085936,-1.5195279666839614,-2.302585092994059e-18,-1.590456598315249,-1.565875578148767
4,-1.776076944414906,-1.7738272351894107,-1.5836347449433674,-1.5913450195118584,-1.590456598315249,-2.302585092994059e-18,-1.5777795428759567
5,-1.7662592201691212,-1.7658623161886802,-1.5801618438011296,-1.5926529171206352,-1.565875578148767,-1.5777795428759567,-2.302585092994059e-18
