,Global,0,1,2,3,4
0,-1.2557275607032223,-6.447238260377132e-18,-0.3583315977322535,-0.34552469667160485,-0.1969959145526034,-0.3169515093841858
1,-1.2558316374805933,-0.444450020859337,-6.447238260376465e-18,-0.4230954737700959,-0.18202831899556363,-0.2550195108044866
2,-1.255857835420154,-0.2036688673502928,-0.19508149453474913,-6.447238260380622e-18,-0.17270086422340875,-0.22782358246061163
3,-1.255926923720677,-0.4540945800665582,-0.35301491120611933,-0.5715816652613416,-6.4472382603881966e-18,-0.4177392040916183
4,-1.2557806533962705,-0.3741848020409344,-0.22470949160430367,-0.4275576180119639,-0.21960391583229205,-5.986721241780145e-18
