,Global,0,1,2,3
0,-1.2566858816475268,-6.4472382603903636e-18,-1.2553088157977577,-1.2555882852357398,-1.261628486194167
1,-1.2568061004354423,-1.2553088157977583,-6.4472382603903636e-18,-1.255350086719522,-1.2616544721938838
2,-1.2567777440385217,-1.2555882852357392,-1.2553500867195222,-6.4472382603903636e-18,-1.2616258989468536
3,-1.2565193249923825,-1.2541979886125678,-1.254223950242727,-1.2541954037915646,-6.447238260386866e-18
